,3.1 I,3.1 II,3.2 I,3.2 II,3.2 III,3.3 I,3.3 II,3.4 I,3.4 II,3.4 III,3.5 I,3.5 II,3.6 I,3.6 III,3.7 I,3.7 II,3.7 III,3.8 I,3.8 II,4.0 I,4.0 II,4.1 I,4.1 II,4.2 I,4.2 II,4.3 I,4.3 II,4.4 I,4.4 II,4.5 I,4.5 II,4.6 I,4.6 II,4.7 I,4.7 II,4.8 I,5.0 I,5.1 I,5.1 II,5.2 I,5.3 I,5.4 I,5.4 II,5.5 I,5.6 I,5.6 II,5.7 I,5.8 I,6.0 I,6.0 II,6.1 I
Chongyun,0.12522166437537274,0.11024420115328418,0.10981121163177275,0.09556432918678619,0.09047807190603895,0.08935693037309314,0.10293934541157447,0.09462735578425241,0.09434999694800268,0.10448180571011743,0.11627760152785217,0.11582400351714027,0.08156971124821306,0.07158676039763336,0.07071048109564226,0.07473188989876753,0.0675892073855651,0.04884738983068432,0.05984939395607103,0.058326067621950764,0.056750116652877124,0.07048681248848274,0.08343367882327002,0.052793576368638614,0.06364993711325305,0.0776629825800455,0.0899646078229337,0.0714104400650194,0.08523263676298908,0.08337910114403506,0.07248815457494284,0.07672935451788222,0.061237749070629406,0.05015507682824446,0.04752050520349486,0.06468655301822672,0.028860822475765633,0.050650952271493216,0.04551065696003391,0.03938496628607302,0.09799413964135245,0.0880942133552737,0.0686516309355783,0.0899385527924597,0.06341853024820003,0.10631561109659815,0.10604959353650249,0.061819089890709146,0.05370520954540026,0.05186813792091381,0.03554381480481088
Citlali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14574627878858784,0.13905997025164152,0.14401621775605872,0.1460641457181987,0.14269867036323036,0.15322216680322623,0.15463180106787305,0.15050248075599645,0.15373694149136474,0.14582829055319776,0.14887629030033442
Clorinde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13184105798561982,0.1329412414401339,0.11361580705042552,0.12099168653943958,0.10866763354170113,0.11150672116859058,0.11158141844340498,0.1100454324343918,0.10883759088427926,0.11328723434539571,0.10372650847153568,0.10525878642306863,0.10480059753979734,0.09690316591641848,0.11387583604228665,0.11212626269462339,0.10612736552921466,0.1004452740666176
Collei,0.14510889976197924,0.1357031228676737,0.13320080420718802,0.1265586140605801,0.12125905292365713,0.12615932057470447,0.10938506525373122,0.1182090631344079,0.09981999932091165,0.10944439837539852,0.11907868419329418,0.11778063699507711,0.11100019939501664,0.1129815046425788,0.1086975432649018,0.10699463491570428,0.10866609922765366,0.10092955667364384,0.10449868137536168,0.0806554027109582,0.08300577419574949,0.09186644380461793,0.09060379111273831,0.07473127788770413,0.09026371774952724,0.09648863619379358,0.08118119765678065,0.08255634777002746,0.08786420864451533,0.06766244382429534,0.05418886195570421,0.07148969446377035,0.07155809984746965,0.07890176747250924,0.060450516246112654,0.06531739641669898,0.07865511618408366,0.056487659851983625,0.10095096694639082,0.08908795740088458,0.06978708039414547,0.06008510423954633,0.07218906895048229,0.07440717544520552,0.09138682302195504,0.046313465328216764,0.03744420464411232,0.04953145751503532,0.05918313504704691,0.09784172010116128,0.10707942882984628
Cyno,0.1111217827872212,0.12109581859818812,0.11993617856862239,0.11320652649355184,0.09996267979130331,0.12653630705528662,0.12041408734718977,0.10400329306381371,0.1121313872543579,0.1021661053925659,0.09520671788511378,0.09708248710978157,0.10512240999457963,0.10541012370568098,0.08800741200877145,0.08986856802687815,0.09179921663149215,0.08921027687383656,0.10262514764226754,0.08414842925764553,0.09426925089769404,0.08948829533943486,0.10603714094517414,0.11019680613604001,0.10082026043688747,0.09122445465434285,0.10184469173455868,0.09909072578376354,0.09973783323679902,0.09667583519869218,0.08831267237748772,0.08344736461013869,0.08574677116570659,0.08980277260768957,0.07797814162187165,0.07738747629094703,0.08376456834759813,0.08311672692657213,0.08908294273828238,0.0555766315400549,0.08614945602745072,0.08643635978988477,0.0946588393901157,0.07238370116631546,0.06807587392986306,0.06884238657266667,0.07906265361847228,0.08602746220787456,0.08541241925952145,0.07457915486828791,0.07395437867113387
Dahlia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08261492606097318,0.0996982660120781,0.07888987058538457,0.0817989713473896,0.0690460656783458
Dehya,,,,,,,,,,,0.13955291864941893,0.13481477122546645,0.12363402730083585,0.11559457815149174,0.12032242597847763,0.09820733855548486,0.09241316133153915,0.10008416216620841,0.10702534726795279,0.1106587146776644,0.12918721938360112,0.1166186561091951,0.12261039016989153,0.1179454068908049,0.11748009124078433,0.12002705804713813,0.12691457134402698,0.12158918932358441,0.1250925367297768,0.12687830517506174,0.1277050166081435,0.1380474413908474,0.1354359482766799,0.11954616592484214,0.11368838499232867,0.1346606882039091,0.14203002184840996,0.1400223764022224,0.12739706383271196,0.12216288572184707,0.12775839927294314,0.1250310330110053,0.10563217020986634,0.12309567980542574,0.10442312865734565,0.10844782680722584,0.10100857345758615,0.09547564981069788,0.09539297177155312,0.07026896181727323,0.1007139323856399
Diluc,0.12554087090134,0.14413866635675351,0.133853308570897,0.1468217158022276,0.12519840758624806,0.11450581657896576,0.12675378295346976,0.13594744519717644,0.12386843235966274,0.12705668185469174,0.13286551535019742,0.1289334557874126,0.10740446976155234,0.09719008830045474,0.11256197550881866,0.10733719233856481,0.10375964324790206,0.06582379294940277,0.09214460860035195,0.09403405934822032,0.11411920506164026,0.09703694481812776,0.11615822296070237,0.10280111365094743,0.10243685378758648,0.10807631218962123,0.10866543310143206,0.10239867225045259,0.09658534618104832,0.09493802201141024,0.10101578085040934,0.10933005715965012,0.10479350659053241,0.0803386447835105,0.05246281974586797,0.0868620560265833,0.09481081960775768,0.08382344124353204,0.08105901352808297,0.07953915335897867,0.09630968890140014,0.0912993307881615,0.07542399936866764,0.07017998042476487,0.08827121574663087,0.06431672861715276,0.07641321644209363,0.06152684296299787,0.055876942495314545,0.05338583271564928,0.07134960860045507
Diona,0.14815810503487187,0.15454457587890652,0.1537659720345457,0.15491833166499136,0.15144811473934439,0.1460582969191016,0.14662135536863763,0.1492214778553056,0.1506467534368265,0.15037100585854307,0.1431443124961289,0.14250580731785617,0.14353388113167273,0.14252306548434354,0.1397775304180596,0.12829901937224647,0.13498259781906477,0.13309527204878868,0.12523246669269875,0.1317192255686606,0.13088579195650754,0.14066342749852062,0.1357775767916396,0.1325368860504757,0.12129833963187342,0.12970705019074577,0.12674946037184828,0.12933801912531814,0.12491204991475593,0.1266526973061988,0.12778011673241588,0.12295571410558091,0.117761181253124,0.11883612526670848,0.1169960890061441,0.12043431784027023,0.11638649334355507,0.09958968273324183,0.11807460167002658,0.11927937829074269,0.13331306883992938,0.11883371475589252,0.11095213895076239,0.1140215488462469,0.0772181294979875,0.1339496114763427,0.12015390834089054,0.08551899758229538,0.09079504355960878,0.08346167812041275,0.08191036853259075
Dori,0.06805284429220823,0.09900385612121078,0.08780061044065952,0.08042161513450115,0.07630959643011011,0.09887076157141704,0.06512904686650446,0.10478875932690501,0.06737150956634927,0.07716537757610406,0.07452519766632548,0.07661509232130022,0.08382729469528007,0.06499208947786528,0.07705622402679543,0.05104645213307656,0.0713180140611855,0.08516071148165984,0.08925333769362673,0.05817684910600719,0.07074652641317337,0.09950987265841997,0.09440135485088928,0.09697014496770814,0.0956883874450226,0.08366707022011416,0.07494911028289554,0.07306659843498117,0.06785007048329386,0.08327476569787022,0.08028403880264696,0.07554469891276769,0.06654463442823744,0.02572500879416913,0.05252608693761059,0.0697419966264638,0.0465191682763741,0.053420788695488296,0.0446839029179251,0.07286750903655602,0.07317947721508761,0.05383746509374584,0.06421275760973269,0.04028271979556509,0.04487471258388464,0.024526851274872988,0.017839445705854124,0.058410244479353855,0.06804206788788708,0.06797557103843002,0.04612484381711337
Emilie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1277091660336558,0.12464750187354473,0.11219729357922546,0.12514486261564747,0.11931801833433374,0.1132582712547867,0.107860807652122,0.09824789525741917,0.10991272703033883,0.12349608628369982,0.10139641744795118,0.09062996026334857,0.0911485219805791,0.08557676803022267,0.10614498167872309,0.11387501177864541
Escoffier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1306237803470902,0.14656791101290534,0.14584751194515214,0.1263716705709784,0.12633426105561904,0.1182884358070558,0.13240071321704555
Eula,0.12356986083318615,0.12281298674659925,0.12466836068541853,0.12464989930928043,0.1301041036530582,0.1143808216727028,0.1122304616997537,0.12069282035155282,0.11013946704583245,0.11540264790511283,0.11648142224775243,0.09597052930504675,0.1050855695436201,0.09936532748772421,0.09797587833857928,0.0836805570648422,0.08052346108744388,0.11176361523898562,0.11092473223760567,0.0996075564842835,0.09940403620209742,0.11358208812474176,0.1194630184485045,0.09622901959617458,0.09851524408908595,0.09756255912576066,0.1118240837566222,0.0820190414417517,0.09802034916131963,0.10304864043315638,0.11466047707708317,0.08745962622247262,0.08329389921574044,0.07617017118437286,0.08732060026753297,0.07967459845779622,0.08315876609842111,0.07817804264011376,0.08563665313700568,0.08081201617306462,0.0919714694768876,0.08621165973258445,0.08076893564001411,0.08984577411589646,0.08091930521390155,0.08245263809622076,0.07141224020855469,0.06341296900774435,0.06541035102787118,0.07312210693415572,0.06267216097946395
Faruzan,,,,,,0.1394696939897603,0.1324781969458661,0.1151263979552061,0.12081212218676746,0.12210733850650153,0.11571543027443663,0.11293958547316017,0.1440613582573383,0.13192275257602704,0.1215954284620653,0.1257176293776105,0.12730665790983292,0.13654597032729043,0.14339575135069604,0.14062455831983456,0.13163972698871568,0.1306048514681427,0.11640047669958392,0.11308373351501587,0.10907541464058994,0.11621090227718132,0.1186763064098771,0.11287989618643045,0.12491474599629625,0.11301330526346949,0.11620549945827814,0.11650490687480546,0.11592781701842413,0.1216321330593741,0.12058471513043946,0.10889679570413899,0.10415506002259686,0.11558436458864238,0.11725672353036627,0.10782303598283749,0.09529232446046874,0.10348087840360465,0.10278478124529038,0.09350541910089703,0.10022918994928529,0.09008937483446561,0.08539977493779283,0.08743349582933925,0.08598316971082143,0.08510614981578178,0.08069049564118067
Fischl,0.15813575554786805,0.15015742240260962,0.15158795124332491,0.15272383440261086,0.14737825305445695,0.14770424438804458,0.14761443688636589,0.14543232559764468,0.14217848910585304,0.1390916479303109,0.1422314564212318,0.1387887863656847,0.15249802217454783,0.15290788237266456,0.14300152509298492,0.13501113745703924,0.147880822048021,0.15020819594594054,0.15294099801033398,0.14309562207136842,0.14176614083371078,0.1352834187277635,0.13853154406941448,0.15051057510576574,0.14728173960649604,0.14125912108322258,0.1377785227931153,0.14004850449176695,0.13443576177941804,0.13541900243205954,0.14039888630199385,0.13225673653333606,0.13369845988217713,0.14327007736701422,0.14849623896673347,0.14565746193652968,0.13613849587071747,0.12944053002526437,0.1431745222474222,0.138804869156334,0.13265438672155971,0.12653094465822326,0.13568085662366827,0.11334280725548654,0.12550194449909322,0.11130480876723627,0.10993408287337701,0.13402840130372012,0.1367814502519126,0.12477445463003962,0.11709844802729077
Flins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1413956950727755,0.11360677304148598
Freminet,,,,,,,,,,,,,,,,,,,,,0.025443135604359384,0.040590409315752043,0.04421188405398162,0.026546965436157362,0.04201810292285554,0.03998569279562417,0.0615081763253687,0.04514148259493593,0.04731132249470728,0.06303996367117572,0.07450273853343611,0.016617117053180575,0.028324373705095975,0.033501705367135995,0.012376524645894194,0.06097650218415889,0.02633648285440173,0.044707243636697196,0.04315611796627972,0.024678629794904743,0.06126063317350807,0.06439135394507363,0.03139504312853907,0.027489357457663774,0.03684761090778892,0.039842407648221986,0.046846137396523525,0.019596253519956055,0.013668068558198028,0.020349340774021507,0.029717452587332834
Furina,,,,,,,,,,,,,,,,,,,,,,,,0.15773772330719615,0.15676588094126767,0.1486436565006422,0.14519768463983956,0.1471413515832275,0.14631768087149596,0.14564302951260255,0.14813841376308864,0.14663258409793434,0.15447118885420058,0.15432014932548452,0.16356184260914902,0.15027279178597386,0.15202549850202798,0.14842237337601422,0.14948647443679064,0.14607057764352113,0.14604879214127572,0.14168669256042696,0.14482038200208863,0.14820374870949357,0.14835831982275083,0.15714721940765042,0.15570035939591337,0.15074078764509152,0.1567227785075522,0.15361385187159363,0.15628745076152017
Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10638611185767562,0.09789866157178223,0.09973519649762513,0.09293621223934484,0.08846549626862137,0.08492107308869898,0.055735861058416256,0.07371649111139086,0.09633472959351892,0.09389667164961099,0.08951886320393519,0.07140806716316066,0.06354914023250162,0.07779596197567841,0.09030818845795854,0.0945570048803234,0.05974784870568502,0.07408413657402946,0.0463746243323217,0.054654261589699674,0.050803120355025655,0.04522598912612294,0.054530204135860155,0.04096141085550761
Ganyu,0.15557549675034357,0.14844016636526813,0.15293936941731967,0.1537324195700119,0.1516551021569086,0.1452081791033159,0.14390532479344337,0.13805665210442744,0.1495938289254146,0.14171273160323938,0.13923049760406545,0.14223758273311896,0.1313404054074901,0.13913429700935176,0.14134178281228427,0.13431112487384575,0.10983624344405585,0.12811771806490305,0.12796486768412033,0.11394388460094892,0.11466385550704113,0.13325855724072905,0.1287569023414685,0.11492364464462117,0.11803456453227275,0.11915285651223896,0.12068418723801491,0.13243759112068448,0.12708763596660966,0.10861381717178009,0.10813140575515462,0.11188759043308671,0.11445849865060183,0.11114430850720383,0.10329859599122439,0.10143448242861867,0.09956023527901503,0.09461480102859521,0.0943916058852359,0.09480468224579729,0.11004278080186519,0.11980388887434665,0.10524061226836318,0.11140920976738213,0.0991271154337822,0.13029888438163398,0.11691386103923027,0.09504874746530227,0.08744464005375167,0.09013986936973359,0.07670918509016157
Gorou,0.11683595307782416,0.12797549568565542,0.12395928700162918,0.12298214581922086,0.13172617969119588,0.13655964471611473,0.1276721894998856,0.11228305224843531,0.1140229465887422,0.11098131205859961,0.12124104714019435,0.1176949438835765,0.11476152795674148,0.10668586138473485,0.09369854348690389,0.0844297213363396,0.07658238342933157,0.09173816911809557,0.08769803079981255,0.117705683769365,0.08605903340288641,0.11000497492653033,0.108315122644899,0.07779280875193628,0.07792863551027245,0.08973378564004773,0.09717501836815313,0.0980207777210442,0.09460674118327868,0.09018481610133099,0.10452825111422058,0.10623140640629154,0.09214331645169531,0.0901058584369714,0.07813267107021311,0.08337053974805843,0.08008848405559933,0.0965845755006009,0.0990399100847708,0.09122363879324388,0.07356840972305259,0.0865155913054199,0.07037656599832567,0.08236636179168613,0.06848483143946597,0.07403177653341879,0.05870530314648001,0.057291199915444256,0.06574099256011715,0.05752635450844764,0.05530294747575852
Hu Tao,0.15359316534876988,0.14055921837557547,0.14711985588147677,0.14675563343826561,0.14383667514071335,0.13946046274335355,0.13442083411769812,0.13199030515866086,0.13413676334400107,0.14595366915255104,0.14046935010755254,0.14677484484567033,0.14893327822468697,0.14313831198810434,0.14589536966747496,0.14484025656638475,0.14957754328638567,0.14672267261815983,0.13737111498955673,0.14952857037091982,0.13327783544271116,0.1252817939410153,0.12285147921667432,0.12458314679412959,0.1284762899004673,0.11731442566441584,0.12051849829478281,0.116893338650113,0.11633854295676246,0.11487185324049291,0.12379021301675612,0.12747054594554327,0.11784659190591591,0.11732164554157573,0.10780525936564553,0.11309837202220807,0.1228504645657963,0.09964273275701095,0.11433117801840438,0.10786515039935966,0.09979034996796621,0.09294184782886122,0.08414518081404199,0.1044230246489438,0.0961564250297187,0.09950377521304997,0.10460215140202109,0.0923161522212187,0.09056410721869386,0.0890315963526403,0.10116397972861232
Iansan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126689594021538,0.11863458377093428,0.12267772816763382,0.11933203548353605,0.12652005325123933,0.13663875711320853,0.1268093867556183,0.12825581033543942
Ifa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06788874860914565,0.054069640343788826,0.04568100783333406,0.07487232799431134,0.05283996170152885,0.04148530320306238,0.03159426365194252
Ineffa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14452174075814617,0.15199820514375964,0.14911974038614545,0.1349871389735947
Jean,0.14709673415873614,0.15326791792740665,0.14584483999905629,0.14312827437213485,0.14874232609723037,0.13623817676095526,0.14774453201606866,0.13485735169996138,0.14588859464529702,0.13845655499072373,0.14345175808600433,0.1401497855891582,0.13319781533769473,0.14655164282774755,0.14651358393752834,0.15070125517894525,0.15290649140720194,0.1361513096800281,0.13616787030070177,0.12960014866141684,0.13870040099403427,0.14455306748159458,0.13069474046002708,0.14745728581291206,0.1455832299354035,0.1392884571494397,0.13820855793676326,0.1387329750817744,0.13452118982849198,0.13560628960645332,0.14009449285412062,0.13586352210868582,0.1377695121849674,0.13264269053021766,0.1418730740774831,0.13425142024132752,0.13536232510622515,0.12344033369052174,0.11696345439802723,0.11615427774720982,0.10750565972941857,0.1142426047614025,0.1213362987265824,0.11007527389977768,0.11211771300509675,0.1011817793605991,0.08764516206112108,0.09310124890745997,0.09913738425791384,0.09945562969596689,0.09074311216009572
Kachina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10872196576021148,0.12214004289181873,0.0986554072842724,0.10952155083124664,0.10135449423795223,0.08572863270656055,0.1249459228794,0.11067853259281812,0.0910688088514436,0.0764708993278849,0.07910108869870695,0.09693369627555937,0.05044703607070381,0.03159341906606517,0.04468519119644393
Kaedehara Kazuha,0.16019702955824966,0.16039258732637895,0.1561258401871672,0.1592856096076121,0.1624830270017058,0.15251341894274606,0.15400384382339,0.15276331276349667,0.15279111492501637,0.15224480241298546,0.1499062447997385,0.1506119777914949,0.15945459676985985,0.15940431018523693,0.1591023273151169,0.17020096957640318,0.17668823300054698,0.17623890228613504,0.16994233932710448,0.16607184364901137,0.16275699569692978,0.15558571835429896,0.14704349955047258,0.15447679988325577,0.15240802265728506,0.14666885967652962,0.14519768463983954,0.14509510079744864,0.14697827869029287,0.14500633257725912,0.1461584213685365,0.14663258409793434,0.15005644267963902,0.15432014932548452,0.16192853955689296,0.14714905060140052,0.1511325245190812,0.14749799272446365,0.14948647443679058,0.1388108086563616,0.13998888396739612,0.13993376729126708,0.1410746933373011,0.14214285392089246,0.13943451469429025,0.14403902905223248,0.13710213121938278,0.1440581089424172,0.13886792025377628,0.13400836524357282,0.13546229133667156
Kaeya,0.11842543196753891,0.11206751107980142,0.1140317306613211,0.11857159687319212,0.09967352826943957,0.11209360270195623,0.11612223005089738,0.12476961784719635,0.10745592503021141,0.09667462857199952,0.12678570040970757,0.11693649449959317,0.1014379664864533,0.10355375528133827,0.10674008152958603,0.09530064414560113,0.0906280531482776,0.08233025062047755,0.09847727707230758,0.07159369451124506,0.11829492534090903,0.10301317432967057,0.09905185926212973,0.08436752698845887,0.08425886997030563,0.08869602573131029,0.08190135042637527,0.08771681180759426,0.09668756612953745,0.08729669453913912,0.08005730168428102,0.09254381305777634,0.08142834655878657,0.07309135141699533,0.06420722865762023,0.0815948384221497,0.0691366607128622,0.08061460768634213,0.07515114662118408,0.06494013588033838,0.10381196393043919,0.1016566152760007,0.09068578328313426,0.09659192646221268,0.07719587652118858,0.13573208842895135,0.12574730155710845,0.07607081894985596,0.06347367358605151,0.05832410550031854,0.04651351581521301
Kamisato Ayaka,0.15288833280568456,0.15036836943690568,0.15232602352818228,0.15385784689558865,0.15686804250975192,0.1492453005054688,0.14784082341127663,0.13609206930142426,0.14381546025789807,0.14551874085975902,0.14529341337757648,0.14010328200325023,0.15040894389584486,0.144519315414343,0.13449447002105833,0.14008236728921142,0.1379108688060897,0.1319582004863257,0.1428032791610932,0.13848657175730805,0.1253668415625726,0.14288575216574897,0.140681513325733,0.11529358852907041,0.1180446475840399,0.1258689673598601,0.12970111703011836,0.11896281734018153,0.11837827988965964,0.11040634422962367,0.1260265582615399,0.12652289570423134,0.12337247874032613,0.10793540484086804,0.112022631197592,0.10897083263732353,0.10934838388801492,0.10573516756144513,0.09530173153735536,0.10673637744938415,0.11375252903798676,0.11387406243116593,0.0977859360984026,0.12272852627251217,0.09647502961402149,0.13583205210182173,0.1376484649682995,0.08903373447066668,0.0945269217124165,0.09802085427953769,0.08882099953584027
Kamisato Ayato,0.15476948949432287,0.15026464414218743,0.1394776089111108,0.14191286564876895,0.15165404907319702,0.13259147980899283,0.145880099675972,0.1491773171737574,0.1489694289526787,0.14302528524599178,0.1331274615191161,0.1372948243034307,0.14997782821668645,0.13806484000188576,0.14424902712563456,0.15137479807043297,0.15605713996795884,0.16072636172363367,0.15421072813344494,0.15003213872170082,0.1455478723295741,0.1426125483888405,0.13242273653650208,0.1323828423990951,0.14079413877147892,0.11865832349832112,0.11917111717611216,0.12456253464113178,0.12277067185688412,0.1125985138421807,0.10024305109452973,0.10368838832968884,0.1099549597492572,0.11585086027342108,0.11107484525877051,0.09888431326418769,0.0947138193332653,0.10095109968876073,0.09231416525293785,0.09990216785648028,0.08006460129669546,0.08596081134268396,0.0891155547279302,0.08321215858319869,0.09172038385663533,0.0865193463945192,0.09779865222881601,0.09661800558404154,0.09671172218767884,0.09970513895378312,0.09016254037447348
Kaveh,,,,,,,,,,,,,,0.0931329596987255,0.07314367507611916,0.08844046830858335,0.0754645111967308,0.07169284932663428,0.0785570195073998,0.05477369661543834,0.0642513859556047,0.06945801768218103,0.1068432486631187,0.07250202290141378,0.07191010974671784,0.0705206408663461,0.0930121737312824,0.06827777344693924,0.0636661570505212,0.06880570491001069,0.06538810513702009,0.04909580484330306,0.05358981808336651,0.06911710154624526,0.0626058341226973,0.06176434662746064,0.05330863120627202,0.055464074479447664,0.06755982058631281,0.05822753390853861,0.04838687764690741,0.055256940860439425,0.051690440238995015,0.03943608807658038,0.04129559836982122,0.039111836622114,0.0489141785573508,0.05566107084253728,0.04216091946766517,0.08658051406485363,0.08692306571036923
Keqing,0.1420756704820135,0.141305615566555,0.14138507458234476,0.13536897632561384,0.13606941502995445,0.1349316822565138,0.1229702440126716,0.12403839297876935,0.1255664669019362,0.12920159402131434,0.12139600290515977,0.11578956577548914,0.12558462205176063,0.11617970785194029,0.12803836054079484,0.10051801152532809,0.11681697091170147,0.12246595151542464,0.11693117205448719,0.13395605098474983,0.11060956324316308,0.09723524489694836,0.12303328943087041,0.11645094434598564,0.11606352024643646,0.09889938125279031,0.10246277274162555,0.10686639839761533,0.11391303576877998,0.08964997701038789,0.10370413341020177,0.10587441064964907,0.10598443654454025,0.10780782738857587,0.10463572666024724,0.09990030044321432,0.09745467524730717,0.09214434122374182,0.08741418063711978,0.09461785670270542,0.08622349219471552,0.09751786342061904,0.11110725424696202,0.09452784440581112,0.0929219123911586,0.08812700863616336,0.09488959761462819,0.10886531666541373,0.10207352222506547,0.08448687883683012,0.0896353153420863
Kinich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12244253506678571,0.12622165131754318,0.12592635694270318,0.11860933722433428,0.1120243533773033,0.11513393655085224,0.11554814324766557,0.12662526225611104,0.115026890788418,0.11102975915242949,0.10252291913962328,0.10127608087611463,0.10607511245945563,0.11250964076228757
Kirara,,,,,,,,,,,,,,,0.11212388878680259,0.13105818577822592,0.12610462557965374,0.11561738056546472,0.11443673362298676,0.11581404764381531,0.10769469845221573,0.11472695411089497,0.12171042521052389,0.09470493360336742,0.10426243987280565,0.11195646493544298,0.1101797015555447,0.10315478557143465,0.10026969130973518,0.10915499787165196,0.10342471614662886,0.10735286053868548,0.08505245389002981,0.099972286464387,0.0918834780333048,0.11152787421019839,0.11127968591149986,0.09150286109429463,0.101730072449896,0.09787089777341357,0.08386755172455984,0.08655826025456034,0.09067512096192842,0.0884557649721186,0.10490013752838126,0.05345494373120407,0.052554776740874706,0.0745689758148144,0.05375239893972646,0.09728105139009953,0.09663362645156699
Klee,0.11640442886040694,0.12051334975757799,0.11524383906201237,0.11734081775690694,0.1271039381952824,0.12089266083648498,0.11832840946376136,0.11092308441186619,0.10041539313231221,0.10843094891639506,0.12982087993468353,0.12904484180283252,0.09285198832570743,0.0880201859766658,0.10708159653850347,0.1049565664102848,0.10342382325549976,0.11712671765847033,0.10311883699109112,0.12013300094000234,0.11141222315492773,0.12588972976026624,0.12826478915118938,0.1109024086805355,0.10844144149705577,0.1118749850528184,0.1186774748675265,0.1050722450691368,0.10024664778867995,0.10468127027442575,0.09968812228016802,0.10676955765934447,0.1120880511137272,0.09850545990442974,0.08282634286189694,0.10421358988690203,0.08857064849034467,0.09237275162502591,0.09873733172774254,0.09531635263530809,0.10561716337813892,0.0949950353021125,0.08765791611540061,0.08753065361661404,0.10393665549131635,0.09734091662912067,0.09995220127975528,0.07972916109884379,0.07312050324409058,0.07071922831530425,0.09046971888003484
Kujou Sara,0.11336832728520403,0.11213047991810567,0.10337297171567547,0.09662301634693614,0.100818968988421,0.11265140804191073,0.10972645291833621,0.12569216733131477,0.11834538220661803,0.10674427175505602,0.11781922044034993,0.10747677960088768,0.11561044960912084,0.11460103981115409,0.12108544546495481,0.11505487629039353,0.10851307296852493,0.10295417743800274,0.10217171658399267,0.10517229422748663,0.07888255668941879,0.07865730473846434,0.07805522484331556,0.09164385711488497,0.08740794715255688,0.09965329601167054,0.0987139830421391,0.10642257635066915,0.09671223031558462,0.09076551226911546,0.0892196714836061,0.08555214347569816,0.08280141539385646,0.09224362549851935,0.08197621020507431,0.07009120655737888,0.07854139322044333,0.07816220414767702,0.0835273302466374,0.09757494816379389,0.08663610722950507,0.08802987324754892,0.09771855761320522,0.07475118338449566,0.06912926326424103,0.05315221637412389,0.04564348579292727,0.0836418469934973,0.07879290162922799,0.06975563086638724,0.059602829269909965
Kuki Shinobu,0.14151565480509565,0.12808062285011845,0.14390891277250056,0.14250042189421191,0.1497236221236824,0.14547979087551982,0.1462668474135738,0.1465390162192767,0.1544579777383092,0.15162953608307458,0.14994236776449962,0.15013159534214107,0.15401586912828105,0.1594345539474854,0.14934192046291975,0.1582195336535756,0.1597942098489622,0.1714390503511091,0.16403984058077248,0.16231066186252166,0.16058103881267982,0.15402329926693947,0.14441155688140075,0.15664248515559612,0.1491765283468685,0.14572476369283405,0.14351782028880067,0.14258716962741386,0.14001681991163917,0.1411835983798359,0.14367954823303086,0.14373675983503675,0.14876090701610092,0.14662916849971286,0.15289063555412086,0.14149000175699003,0.14443694510626043,0.1367804386065066,0.138180693721648,0.12874571409568514,0.12354582379717048,0.12420288165390231,0.13366674312986238,0.12841732902282144,0.12241734959838281,0.10053194866245002,0.09560952884689966,0.14099468140424049,0.14546243281081764,0.14839875068698877,0.11627703767832138
Lan Yan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12389712105954988,0.1168299423638001,0.11708899764904165,0.10022253144199832,0.09544485505268165,0.10160340813811695,0.09432621068653857,0.09406683758581755,0.08878806081165576,0.11398859573338861
Lauma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11956335512433656,0.14670950675058256,0.14792641537200107
